timestep,date,node,S,E,I,R
149,2019-05-30,10,161,0,0,3825
149,2019-05-30,11,415,0,0,7190
149,2019-05-30,12,484,0,0,6922
149,2019-05-30,13,718,0,0,11012
150,2019-05-31,0,55,0,0,2502
150,2019-05-31,1,58,0,0,1753
150,2019-05-31,2,103,0,0,2353
150,2019-05-31,3,205,0,0,3664
150,2019-05-31,4,440,0,0,6632
150,2019-05-31,5,248,0,0,3541
150,2019-05-31,6,610,0,0,9671
150,2019-05-31,7,622,0,0,10622
150,2019-05-31,8,565,0,0,8920
150,2019-05-31,9,398,0,0,9170
150,2019-05-31,10,161,0,0,3825
150,2019-05-31,11,415,0,0,7190
150,2019-05-31,12,484,0,0,6922
150,2019-05-31,13,718,0,0,11011
151,2019-06-01,0,55,0,0,2502
151,2019-06-01,1,58,0,0,1753
151,2019-06-01,2,103,0,0,2353
151,2019-06-01,3,205,0,0,3664
151,2019-06-01,4,440,0,0,6632
151,2019-06-01,5,248,0,0,3541
151,2019-06-01,6,610,0,0,9671
151,2019-06-01,7,622,0,0,10622
151,2019-06-01,8,565,0,0,8920
151,2019-06-01,9,398,0,0,9170
151,2019-06-01,10,161,0,0,3825
151,2019-06-01,11,415,0,0,7190
151,2019-06-01,12,484,0,0,6922
151,2019-06-01,13,718,0,0,11011
152,2019-06-02,0,55,0,0,2502
152,2019-06-02,1,58,0,0,1753
152,2019-06-02,2,103,0,0,2353
152,2019-06-02,3,205,0,0,3663
152,2019-06-02,4,440,0,0,6631
152,2019-06-02,5,248,0,0,3541
152,2019-06-02,6,610,0,0,9670
152,2019-06-02,7,622,0,0,10622
152,2019-06-02,8,565,0,0,8920
152,2019-06-02,9,398,0,0,9170
152,2019-06-02,10,161,0,0,3825
152,2019-06-02,11,415,0,0,7190
152,2019-06-02,12,484,0,0,6922
152,2019-06-02,13,718,0,0,11011
153,2019-06-03,0,55,0,0,2502
153,2019-06-03,1,58,0,0,1753
153,2019-06-03,2,103,0,0,2352
153,2019-06-03,3,205,0,0,3663
153,2019-06-03,4,440,0,0,6631
153,2019-06-03,5,248,0,0,3541
153,2019-06-03,6,610,0,0,9670
153,2019-06-03,7,622,0,0,10621
153,2019-06-03,8,565,0,0,8920
153,2019-06-03,9,398,0,0,9170
153,2019-06-03,10,161,0,0,3825
153,2019-06-03,11,415,0,0,7190
153,2019-06-03,12,484,0,0,6922
153,2019-06-03,13,718,0,0,11011
154,2019-06-04,0,55,0,0,2502
154,2019-06-04,1,58,0,0,1753
154,2019-06-04,2,103,0,0,2352
154,2019-06-04,3,200,0,0,3641
154,2019-06-04,4,441,0,0,6631
154,2019-06-04,5,248,0,0,3540
154,2019-06-04,6,614,0,0,9669
154,2019-06-04,7,626,0,0,10621
154,2019-06-04,8,568,0,0,8920
154,2019-06-04,9,401,0,0,9170
154,2019-06-04,10,162,0,0,3825
154,2019-06-04,11,418,0,0,7190
154,2019-06-04,12,487,0,0,6921
154,2019-06-04,13,723,0,0,11011
155,2019-06-05,0,55,0,0,2502
155,2019-06-05,1,58,0,0,1753
155,2019-06-05,2,103,0,0,2352
155,2019-06-05,3,200,0,0,3641
155,2019-06-05,4,441,0,0,6631
155,2019-06-05,5,248,0,0,3539
155,2019-06-05,6,614,0,0,9669
155,2019-06-05,7,626,0,0,10621
155,2019-06-05,8,568,0,0,8920
155,2019-06-05,9,401,0,0,9169
155,2019-06-05,10,162,0,0,3825
155,2019-06-05,11,418,0,0,7190
155,2019-06-05,12,487,0,0,6921
155,2019-06-05,13,723,0,0,11011
156,2019-06-06,0,55,0,0,2502
156,2019-06-06,1,58,0,0,1753
156,2019-06-06,2,103,0,0,2352
156,2019-06-06,3,200,0,0,3641
156,2019-06-06,4,441,0,0,6631
156,2019-06-06,5,248,0,0,3539
156,2019-06-06,6,614,0,0,9669
156,2019-06-06,7,626,0,0,10621
156,2019-06-06,8,568,0,0,8919
156,2019-06-06,9,401,0,0,9169
156,2019-06-06,10,162,0,0,3825
156,2019-06-06,11,418,0,0,7189
156,2019-06-06,12,487,0,0,6921
156,2019-06-06,13,723,0,0,11011
157,2019-06-07,0,55,0,0,2502
157,2019-06-07,1,58,0,0,1753
157,2019-06-07,2,103,0,0,2352
157,2019-06-07,3,200,0,0,3641
157,2019-06-07,4,441,0,0,6631
157,2019-06-07,5,248,0,0,3539
157,2019-06-07,6,614,0,0,9668
157,2019-06-07,7,626,0,0,10621
157,2019-06-07,8,568,0,0,8919
157,2019-06-07,9,401,0,0,9168
157,2019-06-07,10,162,0,0,3825
157,2019-06-07,11,418,0,0,7189
157,2019-06-07,12,487,0,0,6921
157,2019-06-07,13,723,0,0,11010
158,2019-06-08,0,55,0,0,2502
158,2019-06-08,1,58,0,0,1753
158,2019-06-08,2,103,0,0,2352
158,2019-06-08,3,200,0,0,3641
158,2019-06-08,4,441,0,0,6630
158,2019-06-08,5,248,0,0,3539
158,2019-06-08,6,614,0,0,9668
158,2019-06-08,7,626,0,0,10621
158,2019-06-08,8,568,0,0,8919
158,2019-06-08,9,401,0,0,9168
158,2019-06-08,10,162,0,0,3825
158,2019-06-08,11,418,0,0,7188
158,2019-06-08,12,487,0,0,6921
158,2019-06-08,13,723,0,0,11010
159,2019-06-09,0,55,0,0,2501
159,2019-06-09,1,58,0,0,1753
159,2019-06-09,2,103,0,0,2352
159,2019-06-09,3,200,0,0,3641
159,2019-06-09,4,441,0,0,6630
159,2019-06-09,5,248,0,0,3539
159,2019-06-09,6,614,0,0,9668
159,2019-06-09,7,626,0,0,10620
159,2019-06-09,8,568,0,0,8919
159,2019-06-09,9,401,0,0,9168
159,2019-06-09,10,162,0,0,3824
159,2019-06-09,11,418,0,0,7188
159,2019-06-09,12,487,0,0,6921
159,2019-06-09,13,723,0,0,11010
160,2019-06-10,0,55,0,0,2501
160,2019-06-10,1,58,0,0,1753
160,2019-06-10,2,103,0,0,2352
160,2019-06-10,3,200,0,0,3641
160,2019-06-10,4,441,0,0,6630
160,2019-06-10,5,248,0,0,3539
160,2019-06-10,6,614,0,0,9668
160,2019-06-10,7,626,0,0,10619
160,2019-06-10,8,568,0,0,8919
160,2019-06-10,9,401,0,0,9168
160,2019-06-10,10,162,0,0,3824
160,2019-06-10,11,418,0,0,7188
160,2019-06-10,12,487,0,0,6921
160,2019-06-10,13,723,0,0,11010
161,2019-06-11,0,55,0,0,2501
161,2019-06-11,1,58,0,0,1753
161,2019-06-11,2,103,0,0,2352
161,2019-06-11,3,195,0,0,3618
161,2019-06-11,4,442,0,0,6630
161,2019-06-11,5,248,0,0,3539
161,2019-06-11,6,617,0,0,9668
161,2019-06-11,7,631,0,0,10619
161,2019-06-11,8,571,0,0,8919
161,2019-06-11,9,405,0,0,9168
161,2019-06-11,10,164,0,0,3824
161,2019-06-11,11,421,0,0,7188
161,2019-06-11,12,490,0,0,6921
161,2019-06-11,13,727,0,0,11010
162,2019-06-12,0,55,0,0,2500
162,2019-06-12,1,58,0,0,1753
162,2019-06-12,2,103,0,0,2352
162,2019-06-12,3,195,0,0,3617
162,2019-06-12,4,442,0,0,6630
162,2019-06-12,5,248,0,0,3539
162,2019-06-12,6,617,0,0,9667
162,2019-06-12,7,631,0,0,10619
162,2019-06-12,8,571,0,0,8919
162,2019-06-12,9,405,0,0,9167
162,2019-06-12,10,164,0,0,3824
162,2019-06-12,11,421,0,0,7188
162,2019-06-12,12,490,0,0,6921
162,2019-06-12,13,727,0,0,11010
163,2019-06-13,0,55,0,0,2500
163,2019-06-13,1,58,0,0,1753
163,2019-06-13,2,103,0,0,2352
163,2019-06-13,3,195,0,0,3617
163,2019-06-13,4,442,0,0,6629
163,2019-06-13,5,248,0,0,3539
163,2019-06-13,6,617,0,0,9666
163,2019-06-13,7,631,0,0,10619
163,2019-06-13,8,571,0,0,8919
163,2019-06-13,9,405,0,0,9167
163,2019-06-13,10,164,0,0,3824
163,2019-06-13,11,421,0,0,7188
163,2019-06-13,12,490,0,0,6921
163,2019-06-13,13,727,0,0,11009
164,2019-06-14,0,55,0,0,2500
164,2019-06-14,1,58,0,0,1753
164,2019-06-14,2,103,0,0,2352
164,2019-06-14,3,195,0,0,3617
164,2019-06-14,4,442,0,0,6629
164,2019-06-14,5,248,0,0,3539
164,2019-06-14,6,617,0,0,9666
164,2019-06-14,7,631,0,0,10619
164,2019-06-14,8,571,0,0,8918
164,2019-06-14,9,405,0,0,9167
164,2019-06-14,10,164,0,0,3824
164,2019-06-14,11,421,0,0,7188
164,2019-06-14,12,490,0,0,6920
164,2019-06-14,13,727,0,0,11009
165,2019-06-15,0,55,0,0,2500
165,2019-06-15,1,58,0,0,1753
165,2019-06-15,2,103,0,0,2351
165,2019-06-15,3,195,0,0,3617
165,2019-06-15,4,442,0,0,6628
165,2019-06-15,5,248,0,0,3538
165,2019-06-15,6,617,0,0,9666
165,2019-06-15,7,631,0,0,10619
165,2019-06-15,8,571,0,0,8918
165,2019-06-15,9,405,0,0,9167
165,2019-06-15,10,164,0,0,3824
165,2019-06-15,11,421,0,0,7188
165,2019-06-15,12,490,0,0,6919
165,2019-06-15,13,727,0,0,11009
166,2019-06-16,0,55,0,0,2500
166,2019-06-16,1,58,0,0,1752
166,2019-06-16,2,103,0,0,2351
166,2019-06-16,3,195,0,0,3617
166,2019-06-16,4,442,0,0,6628
166,2019-06-16,5,248,0,0,3538
166,2019-06-16,6,617,0,0,9666
166,2019-06-16,7,631,0,0,10618
166,2019-06-16,8,571,0,0,8918
166,2019-06-16,9,405,0,0,9167
166,2019-06-16,10,164,0,0,3824
166,2019-06-16,11,421,0,0,7188
166,2019-06-16,12,490,0,0,6919
166,2019-06-16,13,727,0,0,11008
167,2019-06-17,0,55,0,0,2500
167,2019-06-17,1,58,0,0,1752
167,2019-06-17,2,103,0,0,2351
167,2019-06-17,3,195,0,0,3616
167,2019-06-17,4,442,0,0,6628
167,2019-06-17,5,248,0,0,3538
167,2019-06-17,6,617,0,0,9666
167,2019-06-17,7,631,0,0,10618
167,2019-06-17,8,571,0,0,8918
167,2019-06-17,9,405,0,0,9167
167,2019-06-17,10,164,0,0,3824
167,2019-06-17,11,421,0,0,7188
167,2019-06-17,12,490,0,0,6919
167,2019-06-17,13,727,0,0,11008
168,2019-06-18,0,55,0,0,2500
168,2019-06-18,1,58,0,0,1752
168,2019-06-18,2,103,0,0,2351
168,2019-06-18,3,192,0,0,3589
168,2019-06-18,4,444,0,0,6628
168,2019-06-18,5,249,0,0,3538
168,2019-06-18,6,621,0,0,9666
168,2019-06-18,7,636,0,0,10618
168,2019-06-18,8,575,0,0,8918
168,2019-06-18,9,408,0,0,9166
168,2019-06-18,10,165,0,0,3824
168,2019-06-18,11,423,0,0,7188
168,2019-06-18,12,493,0,0,6919
168,2019-06-18,13,730,0,0,11009
169,2019-06-19,0,55,0,0,2500
169,2019-06-19,1,58,0,0,1752
169,2019-06-19,2,103,0,0,2351
169,2019-06-19,3,192,0,0,3589
169,2019-06-19,4,444,0,0,6627
169,2019-06-19,5,249,0,0,3538
169,2019-06-19,6,621,0,0,9665
169,2019-06-19,7,636,0,0,10618
169,2019-06-19,8,575,0,0,8918
169,2019-06-19,9,408,0,0,9166
169,2019-06-19,10,165,0,0,3824
169,2019-06-19,11,423,0,0,7188
169,2019-06-19,12,493,0,0,6919
169,2019-06-19,13,730,0,0,11008
170,2019-06-20,0,55,0,0,2500
170,2019-06-20,1,58,0,0,1752
170,2019-06-20,2,103,0,0,2351
170,2019-06-20,3,192,0,0,3589
170,2019-06-20,4,444,0,0,6627
170,2019-06-20,5,249,0,0,3538
170,2019-06-20,6,621,0,0,9665
170,2019-06-20,7,636,0,0,10618
170,2019-06-20,8,575,0,0,8917
170,2019-06-20,9,408,0,0,9165
170,2019-06-20,10,165,0,0,3824
170,2019-06-20,11,423,0,0,7188
170,2019-06-20,12,493,0,0,6919
170,2019-06-20,13,730,0,0,11008
171,2019-06-21,0,55,0,0,2500
171,2019-06-21,1,58,0,0,1752
171,2019-06-21,2,103,0,0,2351
171,2019-06-21,3,192,0,0,3588
171,2019-06-21,4,444,0,0,6627
171,2019-06-21,5,249,0,0,3538
171,2019-06-21,6,621,0,0,9665
171,2019-06-21,7,636,0,0,10618
171,2019-06-21,8,575,0,0,8916
171,2019-06-21,9,408,0,0,9165
171,2019-06-21,10,165,0,0,3824
171,2019-06-21,11,423,0,0,7188
171,2019-06-21,12,493,0,0,6919
171,2019-06-21,13,730,0,0,11008
172,2019-06-22,0,55,0,0,2500
172,2019-06-22,1,58,0,0,1752
172,2019-06-22,2,103,0,0,2350
172,2019-06-22,3,192,0,0,3588
172,2019-06-22,4,444,0,0,6627
172,2019-06-22,5,249,0,0,3538
172,2019-06-22,6,621,0,0,9665
172,2019-06-22,7,636,0,0,10617
172,2019-06-22,8,575,0,0,8916
172,2019-06-22,9,408,0,0,9165
172,2019-06-22,10,165,0,0,3824
172,2019-06-22,11,423,0,0,7188
172,2019-06-22,12,493,0,0,6919
172,2019-06-22,13,730,0,0,11008
173,2019-06-23,0,55,0,0,2500
173,2019-06-23,1,58,0,0,1752
173,2019-06-23,2,103,0,0,2350
173,2019-06-23,3,192,0,0,3588
173,2019-06-23,4,444,0,0,6627
173,2019-06-23,5,249,0,0,3538
173,2019-06-23,6,621,0,0,9665
173,2019-06-23,7,636,0,0,10617
173,2019-06-23,8,575,0,0,8916
173,2019-06-23,9,408,0,0,9165
173,2019-06-23,10,165,0,0,3824
173,2019-06-23,11,423,0,0,7188
173,2019-06-23,12,493,0,0,6918
173,2019-06-23,13,730,0,0,11008
174,2019-06-24,0,55,0,0,2499
174,2019-06-24,1,58,0,0,1751
174,2019-06-24,2,103,0,0,2350
174,2019-06-24,3,192,0,0,3588
174,2019-06-24,4,444,0,0,6627
174,2019-06-24,5,249,0,0,3538
174,2019-06-24,6,621,0,0,9665
174,2019-06-24,7,636,0,0,10617
174,2019-06-24,8,575,0,0,8916
174,2019-06-24,9,408,0,0,9165
174,2019-06-24,10,165,0,0,3824
174,2019-06-24,11,423,0,0,7188
174,2019-06-24,12,493,0,0,6918
174,2019-06-24,13,730,0,0,11008
175,2019-06-25,0,55,0,0,2499
175,2019-06-25,1,58,0,0,1751
175,2019-06-25,2,103,0,0,2350
175,2019-06-25,3,185,0,0,3566
175,2019-06-25,4,446,0,0,6626
175,2019-06-25,5,250,0,0,3538
175,2019-06-25,6,624,0,0,9664
175,2019-06-25,7,640,0,0,10617
175,2019-06-25,8,578,0,0,8916
175,2019-06-25,9,412,0,0,9165
175,2019-06-25,10,167,0,0,3824
175,2019-06-25,11,426,0,0,7188
175,2019-06-25,12,495,0,0,6918
175,2019-06-25,13,735,0,0,11007
176,2019-06-26,0,55,0,0,2499
176,2019-06-26,1,58,0,0,1751
176,2019-06-26,2,103,0,0,2350
176,2019-06-26,3,185,0,0,3566
176,2019-06-26,4,446,0,0,6626
176,2019-06-26,5,250,0,0,3537
176,2019-06-26,6,624,0,0,9664
176,2019-06-26,7,640,0,0,10616
176,2019-06-26,8,578,0,0,8916
176,2019-06-26,9,412,0,0,9165
176,2019-06-26,10,167,0,0,3824
176,2019-06-26,11,426,0,0,7188
176,2019-06-26,12,495,0,0,6918
176,2019-06-26,13,735,0,0,11007
177,2019-06-27,0,55,0,0,2499
177,2019-06-27,1,58,0,0,1751
177,2019-06-27,2,103,0,0,2349
177,2019-06-27,3,185,0,0,3566
177,2019-06-27,4,446,0,0,6626
177,2019-06-27,5,250,0,0,3537
177,2019-06-27,6,624,0,0,9664
177,2019-06-27,7,640,0,0,10616
177,2019-06-27,8,578,0,0,8916
177,2019-06-27,9,412,0,0,9163
177,2019-06-27,10,167,0,0,3823
177,2019-06-27,11,426,0,0,7187
177,2019-06-27,12,495,0,0,6918
177,2019-06-27,13,735,0,0,11007
178,2019-06-28,0,55,0,0,2499
178,2019-06-28,1,58,0,0,1751
178,2019-06-28,2,103,0,0,2349
178,2019-06-28,3,185,0,0,3566
178,2019-06-28,4,446,0,0,6626
178,2019-06-28,5,250,0,0,3537
178,2019-06-28,6,624,0,0,9663
178,2019-06-28,7,640,0,0,10616
178,2019-06-28,8,578,0,0,8916
178,2019-06-28,9,412,0,0,9163
178,2019-06-28,10,167,0,0,3823
178,2019-06-28,11,426,0,0,7187
178,2019-06-28,12,495,0,0,6918
178,2019-06-28,13,735,0,0,11007
179,2019-06-29,0,55,0,0,2499
179,2019-06-29,1,58,0,0,1751
179,2019-06-29,2,103,0,0,2349
179,2019-06-29,3,185,0,0,3566
179,2019-06-29,4,446,0,0,6626
179,2019-06-29,5,250,0,0,3537
179,2019-06-29,6,624,0,0,9663
179,2019-06-29,7,640,0,0,10615
179,2019-06-29,8,578,0,0,8915
179,2019-06-29,9,412,0,0,9163
179,2019-06-29,10,167,0,0,3823
179,2019-06-29,11,426,0,0,7187
179,2019-06-29,12,495,0,0,6918
179,2019-06-29,13,735,0,0,11007
180,2019-06-30,0,55,0,0,2499
180,2019-06-30,1,58,0,0,1751
180,2019-06-30,2,103,0,0,2349
180,2019-06-30,3,185,0,0,3566
180,2019-06-30,4,446,0,0,6626
180,2019-06-30,5,250,0,0,3537
180,2019-06-30,6,624,0,0,9663
180,2019-06-30,7,640,0,0,10615
180,2019-06-30,8,578,0,0,8915
180,2019-06-30,9,412,0,0,9163
180,2019-06-30,10,167,0,0,3823
180,2019-06-30,11,426,0,0,7187
180,2019-06-30,12,495,0,0,6918
180,2019-06-30,13,735,0,0,11007
181,2019-07-01,0,55,0,0,2499
181,2019-07-01,1,58,0,0,1751
181,2019-07-01,2,103,0,0,2349
181,2019-07-01,3,185,0,0,3565
181,2019-07-01,4,446,0,0,6625
181,2019-07-01,5,250,0,0,3537
181,2019-07-01,6,624,0,0,9662
181,2019-07-01,7,640,0,0,10615
181,2019-07-01,8,578,0,0,8915
181,2019-07-01,9,412,0,0,9163
181,2019-07-01,10,167,0,0,3823
181,2019-07-01,11,426,0,0,7187
181,2019-07-01,12,495,0,0,6918
181,2019-07-01,13,735,0,0,11007
182,2019-07-02,0,55,0,0,2499
182,2019-07-02,1,58,0,0,1751
182,2019-07-02,2,103,0,0,2349
182,2019-07-02,3,182,0,0,3540
182,2019-07-02,4,448,0,0,6624
182,2019-07-02,5,251,0,0,3537
182,2019-07-02,6,627,0,0,9662
182,2019-07-02,7,645,0,0,10615
182,2019-07-02,8,582,0,0,8915
182,2019-07-02,9,415,0,0,9163
182,2019-07-02,10,168,0,0,3823
182,2019-07-02,11,429,0,0,7186
182,2019-07-02,12,497,0,0,6918
182,2019-07-02,13,739,0,0,11005
183,2019-07-03,0,55,0,0,2499
183,2019-07-03,1,58,0,0,1750
183,2019-07-03,2,103,0,0,2349
183,2019-07-03,3,182,0,0,3540
183,2019-07-03,4,448,0,0,6624
183,2019-07-03,5,251,0,0,3537
183,2019-07-03,6,627,0,0,9662
183,2019-07-03,7,645,0,0,10615
183,2019-07-03,8,582,0,0,8915
183,2019-07-03,9,415,0,0,9163
183,2019-07-03,10,168,0,0,3823
183,2019-07-03,11,429,0,0,7186
183,2019-07-03,12,497,0,0,6917
183,2019-07-03,13,739,0,0,11005
184,2019-07-04,0,55,0,0,2499
184,2019-07-04,1,58,0,0,1750
184,2019-07-04,2,103,0,0,2349
184,2019-07-04,3,182,0,0,3540
184,2019-07-04,4,448,0,0,6624
184,2019-07-04,5,251,0,0,3537
184,2019-07-04,6,627,0,0,9662
184,2019-07-04,7,645,0,0,10615
184,2019-07-04,8,582,0,0,8915
184,2019-07-04,9,415,0,0,9163
184,2019-07-04,10,168,0,0,3823
184,2019-07-04,11,429,0,0,7186
184,2019-07-04,12,497,0,0,6917
184,2019-07-04,13,739,0,0,11005
185,2019-07-05,0,55,0,0,2498
185,2019-07-05,1,58,0,0,1750
185,2019-07-05,2,103,0,0,2349
185,2019-07-05,3,182,0,0,3540
185,2019-07-05,4,448,0,0,6624
185,2019-07-05,5,251,0,0,3537
185,2019-07-05,6,627,0,0,9662
185,2019-07-05,7,645,0,0,10614
185,2019-07-05,8,582,0,0,8915
185,2019-07-05,9,415,0,0,9162
185,2019-07-05,10,168,0,0,3823
185,2019-07-05,11,429,0,0,7186
185,2019-07-05,12,497,0,0,6917
185,2019-07-05,13,739,0,0,11005
186,2019-07-06,0,55,0,0,2498
186,2019-07-06,1,58,0,0,1750
186,2019-07-06,2,103,0,0,2349
186,2019-07-06,3,182,0,0,3540
186,2019-07-06,4,448,0,0,6624
186,2019-07-06,5,251,0,0,3536
186,2019-07-06,6,627,0,0,9662
186,2019-07-06,7,645,0,0,10614
186,2019-07-06,8,582,0,0,8914
186,2019-07-06,9,415,0,0,9162
186,2019-07-06,10,168,0,0,3823
186,2019-07-06,11,429,0,0,7185
186,2019-07-06,12,497,0,0,6917
186,2019-07-06,13,739,0,0,11005
187,2019-07-07,0,55,0,0,2498
187,2019-07-07,1,58,0,0,1750
187,2019-07-07,2,103,0,0,2349
187,2019-07-07,3,182,0,0,3540
187,2019-07-07,4,448,0,0,6623
187,2019-07-07,5,251,0,0,3535
187,2019-07-07,6,627,0,0,9661
187,2019-07-07,7,645,0,0,10614
187,2019-07-07,8,582,0,0,8914
187,2019-07-07,9,415,0,0,9162
187,2019-07-07,10,168,0,0,3823
187,2019-07-07,11,429,0,0,7185
187,2019-07-07,12,497,0,0,6917
187,2019-07-07,13,739,0,0,11005
188,2019-07-08,0,55,0,0,2498
188,2019-07-08,1,58,0,0,1750
188,2019-07-08,2,103,0,0,2349
188,2019-07-08,3,182,0,0,3540
188,2019-07-08,4,448,0,0,6623
188,2019-07-08,5,251,0,0,3535
188,2019-07-08,6,627,0,0,9661
188,2019-07-08,7,645,0,0,10614
188,2019-07-08,8,582,0,0,8914
188,2019-07-08,9,415,0,0,9162
188,2019-07-08,10,168,0,0,3823
188,2019-07-08,11,429,0,0,7185
188,2019-07-08,12,497,0,0,6917
188,2019-07-08,13,739,0,0,11004
189,2019-07-09,0,55,0,0,2498
189,2019-07-09,1,58,0,0,1750
189,2019-07-09,2,103,0,0,2348
189,2019-07-09,3,181,0,0,3513
189,2019-07-09,4,450,0,0,6623
189,2019-07-09,5,252,0,0,3535
189,2019-07-09,6,631,0,0,9661
189,2019-07-09,7,649,0,0,10614
189,2019-07-09,8,585,0,0,8914
189,2019-07-09,9,418,0,0,9160
189,2019-07-09,10,170,0,0,3823
189,2019-07-09,11,432,0,0,7185
189,2019-07-09,12,499,0,0,6917
189,2019-07-09,13,743,0,0,11004
190,2019-07-10,0,55,0,0,2497
190,2019-07-10,1,58,0,0,1750
190,2019-07-10,2,103,0,0,2348
190,2019-07-10,3,181,0,0,3512
190,2019-07-10,4,450,0,0,6623
190,2019-07-10,5,252,0,0,3535
190,2019-07-10,6,631,0,0,9661
190,2019-07-10,7,649,0,0,10614
190,2019-07-10,8,585,0,0,8914
190,2019-07-10,9,418,0,0,9160
190,2019-07-10,10,170,0,0,3823
190,2019-07-10,11,432,0,0,7185
190,2019-07-10,12,499,0,0,6917
190,2019-07-10,13,743,0,0,11004
191,2019-07-11,0,55,0,0,2497
191,2019-07-11,1,58,0,0,1750
191,2019-07-11,2,103,0,0,2348
191,2019-07-11,3,181,0,0,3512
191,2019-07-11,4,450,0,0,6623
191,2019-07-11,5,252,0,0,3535
191,2019-07-11,6,631,0,0,9661
191,2019-07-11,7,649,0,0,10614
191,2019-07-11,8,585,0,0,8913
191,2019-07-11,9,418,0,0,9160
191,2019-07-11,10,170,0,0,3823
191,2019-07-11,11,432,0,0,7185
191,2019-07-11,12,499,0,0,6917
191,2019-07-11,13,743,0,0,11004
192,2019-07-12,0,55,0,0,2497
192,2019-07-12,1,58,0,0,1750
192,2019-07-12,2,103,0,0,2348
192,2019-07-12,3,181,0,0,3512
192,2019-07-12,4,450,0,0,6623
192,2019-07-12,5,252,0,0,3535
192,2019-07-12,6,631,0,0,9661
192,2019-07-12,7,649,0,0,10613
192,2019-07-12,8,585,0,0,8913
192,2019-07-12,9,418,0,0,9159
192,2019-07-12,10,170,0,0,3823
192,2019-07-12,11,432,0,0,7185
192,2019-07-12,12,499,0,0,6917
192,2019-07-12,13,743,0,0,11004
193,2019-07-13,0,55,0,0,2497
193,2019-07-13,1,58,0,0,1750
193,2019-07-13,2,103,0,0,2348
193,2019-07-13,3,181,0,0,3512
193,2019-07-13,4,450,0,0,6622
193,2019-07-13,5,252,0,0,3535
193,2019-07-13,6,631,0,0,9660
193,2019-07-13,7,649,0,0,10613
193,2019-07-13,8,585,0,0,8912
193,2019-07-13,9,418,0,0,9159
193,2019-07-13,10,170,0,0,3823
193,2019-07-13,11,432,0,0,7185
193,2019-07-13,12,499,0,0,6915
193,2019-07-13,13,743,0,0,11004
194,2019-07-14,0,55,0,0,2497
194,2019-07-14,1,58,0,0,1750
194,2019-07-14,2,103,0,0,2348
194,2019-07-14,3,181,0,0,3511
194,2019-07-14,4,450,0,0,6622
194,2019-07-14,5,252,0,0,3535
194,2019-07-14,6,631,0,0,9659
194,2019-07-14,7,649,0,0,10612
194,2019-07-14,8,585,0,0,8912
194,2019-07-14,9,418,0,0,9159
194,2019-07-14,10,170,0,0,3823
194,2019-07-14,11,432,0,0,7185
194,2019-07-14,12,499,0,0,6915
194,2019-07-14,13,743,0,0,11003
195,2019-07-15,0,55,0,0,2497
195,2019-07-15,1,58,0,0,1750
195,2019-07-15,2,103,0,0,2348
195,2019-07-15,3,181,0,0,3511
195,2019-07-15,4,450,0,0,6622
195,2019-07-15,5,252,0,0,3535
195,2019-07-15,6,631,0,0,9659
195,2019-07-15,7,649,0,0,10612
195,2019-07-15,8,585,0,0,8912
195,2019-07-15,9,418,0,0,9159
195,2019-07-15,10,170,0,0,3821
195,2019-07-15,11,432,0,0,7185
195,2019-07-15,12,499,0,0,6915
195,2019-07-15,13,743,0,0,11003
196,2019-07-16,0,55,0,0,2497
196,2019-07-16,1,58,0,0,1750
196,2019-07-16,2,103,0,0,2348
196,2019-07-16,3,181,0,0,3482
196,2019-07-16,4,452,0,0,6622
196,2019-07-16,5,253,0,0,3535
196,2019-07-16,6,635,0,0,9659
196,2019-07-16,7,653,0,0,10612
196,2019-07-16,8,588,0,0,8912
196,2019-07-16,9,421,0,0,9159
196,2019-07-16,10,171,0,0,3821
196,2019-07-16,11,435,0,0,7184
196,2019-07-16,12,502,0,0,6915
196,2019-07-16,13,748,0,0,11003
197,2019-07-17,0,55,0,0,2496
197,2019-07-17,1,58,0,0,1750
197,2019-07-17,2,103,0,0,2348
197,2019-07-17,3,181,0,0,3482
197,2019-07-17,4,452,0,0,6622
197,2019-07-17,5,253,0,0,3535
197,2019-07-17,6,635,0,0,9659
197,2019-07-17,7,653,0,0,10612
197,2019-07-17,8,588,0,0,8912
197,2019-07-17,9,421,0,0,9158
197,2019-07-17,10,171,0,0,3821
197,2019-07-17,11,435,0,0,7184
197,2019-07-17,12,502,0,0,6915
197,2019-07-17,13,748,0,0,11003
198,2019-07-18,0,55,0,0,2496
198,2019-07-18,1,58,0,0,1750
198,2019-07-18,2,103,0,0,2348
198,2019-07-18,3,181,0,0,3482
198,2019-07-18,4,452,0,0,6621
198,2019-07-18,5,253,0,0,3534
198,2019-07-18,6,635,0,0,9658
198,2019-07-18,7,653,0,0,10611
198,2019-07-18,8,588,0,0,8912
198,2019-07-18,9,421,0,0,9158
198,2019-07-18,10,171,0,0,3821
198,2019-07-18,11,435,0,0,7184
198,2019-07-18,12,502,0,0,6915
198,2019-07-18,13,748,0,0,11003
199,2019-07-19,0,55,0,0,2496
199,2019-07-19,1,58,0,0,1749
199,2019-07-19,2,103,0,0,2348
199,2019-07-19,3,181,0,0,3482
199,2019-07-19,4,452,0,0,6620
199,2019-07-19,5,253,0,0,3534
199,2019-07-19,6,635,0,0,9658
199,2019-07-19,7,653,0,0,10611
199,2019-07-19,8,588,0,0,8912
